o,o_lable,o_synonym
http://purl.obolibrary.org/obo/UBERON_0005122,metanephric macula densa,
http://purl.obolibrary.org/obo/UBERON_0005123,metanephric prebend segment,
http://purl.obolibrary.org/obo/UBERON_0005124,metanephric proximal convoluted tubule,
http://purl.obolibrary.org/obo/UBERON_0005125,metanephric proximal straight tubule,
http://purl.obolibrary.org/obo/UBERON_0005126,metanephric S1,
http://purl.obolibrary.org/obo/UBERON_0005127,metanephric thick ascending limb,
http://purl.obolibrary.org/obo/UBERON_0005129,metanephric distal tubule,
http://purl.obolibrary.org/obo/UBERON_0005130,metanephric loop of Henle,
http://purl.obolibrary.org/obo/UBERON_0005132,metanephric long nephron,
http://purl.obolibrary.org/obo/UBERON_0005133,metanephric glomerulus vasculature,
http://purl.obolibrary.org/obo/UBERON_0005134,metanephric nephron epithelium,
http://purl.obolibrary.org/obo/UBERON_0005135,metanephric glomerular epithelium,
http://purl.obolibrary.org/obo/UBERON_0005136,metanephric glomerular endothelium,
http://purl.obolibrary.org/obo/UBERON_0005137,metanephric capsule,
http://purl.obolibrary.org/obo/UBERON_0005139,metanephric long descending thin limb,
http://purl.obolibrary.org/obo/UBERON_0005140,metanephric short nephron,
http://purl.obolibrary.org/obo/UBERON_0005141,metanephric short descending thin limb,
http://purl.obolibrary.org/obo/UBERON_0005144,metanephric glomerular capillary,
http://purl.obolibrary.org/obo/UBERON_0005145,metanephric comma-shaped body,
http://purl.obolibrary.org/obo/UBERON_0005146,metanephric nephron tubule,
http://purl.obolibrary.org/obo/UBERON_0005147,metanephric renal vesicle,metanephric vesicle
http://purl.obolibrary.org/obo/UBERON_0005148,metanephric S-shaped body,
http://purl.obolibrary.org/obo/UBERON_0005149,metanephric connecting tubule,
http://purl.obolibrary.org/obo/UBERON_0005151,metanephric proximal tubule,
http://purl.obolibrary.org/obo/UBERON_0005153,epithelial bud,
http://purl.obolibrary.org/obo/UBERON_0005154,epithelial cord,
http://purl.obolibrary.org/obo/UBERON_0005155,open tracheal system,invertebrate tracheal system
http://purl.obolibrary.org/obo/UBERON_0005155,open tracheal system,open tracheal system
http://purl.obolibrary.org/obo/UBERON_0005155,open tracheal system,tracheal system
http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure,reproductive system element
http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure,reproductive system structure
http://purl.obolibrary.org/obo/UBERON_0005157,epithelial fold,
http://purl.obolibrary.org/obo/UBERON_0005158,parenchyma of central nervous system,CNS parenchyma
http://purl.obolibrary.org/obo/UBERON_0005158,parenchyma of central nervous system,central nervous system parenchyma
http://purl.obolibrary.org/obo/UBERON_0005158,parenchyma of central nervous system,parenchyma of CNS
http://purl.obolibrary.org/obo/UBERON_0005158,parenchyma of central nervous system,parenchyma of central nervous system
http://purl.obolibrary.org/obo/UBERON_0005159,pyramid of medulla oblongata,lobule VIII of Larsell
http://purl.obolibrary.org/obo/UBERON_0005159,pyramid of medulla oblongata,pyramid of medulla oblongata
http://purl.obolibrary.org/obo/UBERON_0005159,pyramid of medulla oblongata,pyramis (medullae oblongatae)
http://purl.obolibrary.org/obo/UBERON_0005159,pyramid of medulla oblongata,pyramis bulbi
http://purl.obolibrary.org/obo/UBERON_0005159,pyramid of medulla oblongata,pyramis medullae oblongatae
http://purl.obolibrary.org/obo/UBERON_0005160,vestigial structure,
http://purl.obolibrary.org/obo/UBERON_0005161,pelvic spur,
http://purl.obolibrary.org/obo/UBERON_0005162,multi cell part structure,cell part cluster
http://purl.obolibrary.org/obo/UBERON_0005162,multi cell part structure,multi-cell-component structure
http://purl.obolibrary.org/obo/UBERON_0005162,multi cell part structure,multi-cell-part structure
http://purl.obolibrary.org/obo/UBERON_0005164,ascending limb of loop of Henle,ascending limb of Henle's loop
http://purl.obolibrary.org/obo/UBERON_0005164,ascending limb of loop of Henle,loop of Henle ascending limb
http://purl.obolibrary.org/obo/UBERON_0005167,papillary duct,papillary duct
http://purl.obolibrary.org/obo/UBERON_0005167,papillary duct,papillary duct of kidney
http://purl.obolibrary.org/obo/UBERON_0005167,papillary duct,renal papillary duct
http://purl.obolibrary.org/obo/UBERON_0005168,renal interlobular vein,interlobular vein
http://purl.obolibrary.org/obo/UBERON_0005168,renal interlobular vein,venae interlobulares renis
http://purl.obolibrary.org/obo/UBERON_0005169,interstitial tissue,interstitium
http://purl.obolibrary.org/obo/UBERON_0005170,granulosa cell layer,granulosa cell layer of ovarian follicle
http://purl.obolibrary.org/obo/UBERON_0005170,granulosa cell layer,membrana granulosa of ovarian follicle
http://purl.obolibrary.org/obo/UBERON_0005170,granulosa cell layer,ovary stratum granulosum
http://purl.obolibrary.org/obo/UBERON_0005170,granulosa cell layer,stratum granulosum of ovarian follicle
http://purl.obolibrary.org/obo/UBERON_0005171,hepatic duct,
http://purl.obolibrary.org/obo/UBERON_0005172,abdomen element,abdomen organ
http://purl.obolibrary.org/obo/UBERON_0005173,abdominal segment element,abdominal segment organ
http://purl.obolibrary.org/obo/UBERON_0005174,dorsal region element,back organ
http://purl.obolibrary.org/obo/UBERON_0005174,dorsal region element,dorsal region organ
http://purl.obolibrary.org/obo/UBERON_0005175,chest organ,
http://purl.obolibrary.org/obo/UBERON_0005176,tooth enamel organ,dental organ
http://purl.obolibrary.org/obo/UBERON_0005176,tooth enamel organ,enamel organ
http://purl.obolibrary.org/obo/UBERON_0005177,trunk region element,trunk organ
http://purl.obolibrary.org/obo/UBERON_0005178,thoracic cavity element,thoracic cavity organ
http://purl.obolibrary.org/obo/UBERON_0005179,pelvic region element,pelvic element
http://purl.obolibrary.org/obo/UBERON_0005179,pelvic region element,pelvis organ
http://purl.obolibrary.org/obo/UBERON_0005179,pelvic region element,pelvis region organ
http://purl.obolibrary.org/obo/UBERON_0005181,thoracic segment organ,upper body organ
http://purl.obolibrary.org/obo/UBERON_0005184,hair medulla,
http://purl.obolibrary.org/obo/UBERON_0005185,renal medulla collecting duct,kidney medulla collecting duct
http://purl.obolibrary.org/obo/UBERON_0005185,renal medulla collecting duct,medullary collecting duct
http://purl.obolibrary.org/obo/UBERON_0005192,deferent duct artery,arteria ductus deferentis
http://purl.obolibrary.org/obo/UBERON_0005192,deferent duct artery,artery of ductus deferens
http://purl.obolibrary.org/obo/UBERON_0005192,deferent duct artery,ductus deferens artery
http://purl.obolibrary.org/obo/UBERON_0005192,deferent duct artery,vas deferens artery
http://purl.obolibrary.org/obo/UBERON_0005193,ethmoidal artery,ethmoid artery
http://purl.obolibrary.org/obo/UBERON_0005194,thoracic vein,
http://purl.obolibrary.org/obo/UBERON_0005195,deferent duct vein,
http://purl.obolibrary.org/obo/UBERON_0005196,spleen germinal center,germinal center of spleen
http://purl.obolibrary.org/obo/UBERON_0005196,spleen germinal center,spleen GC
http://purl.obolibrary.org/obo/UBERON_0005196,spleen germinal center,spleen follicle center
http://purl.obolibrary.org/obo/UBERON_0005196,spleen germinal center,splenic germinal center
http://purl.obolibrary.org/obo/UBERON_0005197,segmental spinal nerve,cervical segmental spinal nerves C1-7
http://purl.obolibrary.org/obo/UBERON_0005199,cervical mammary gland,
http://purl.obolibrary.org/obo/UBERON_0005200,thoracic mammary gland,breast mammary gland
http://purl.obolibrary.org/obo/UBERON_0005202,distal straight tubule macula densa,
http://purl.obolibrary.org/obo/UBERON_0005203,trachea gland,glandula trachealis
http://purl.obolibrary.org/obo/UBERON_0005203,trachea gland,tracheal gland
http://purl.obolibrary.org/obo/UBERON_0005204,larynx submucosa gland,
http://purl.obolibrary.org/obo/UBERON_0005205,lamina propria of vagina,
http://purl.obolibrary.org/obo/UBERON_0005206,choroid plexus stroma,choroid plexus stromal matrix
http://purl.obolibrary.org/obo/UBERON_0005207,tonsil capsule,
http://purl.obolibrary.org/obo/UBERON_0005208,right atrium valve,valve of right atrium
http://purl.obolibrary.org/obo/UBERON_0005211,renal medulla interstitium,kidney medulla interstitium
http://purl.obolibrary.org/obo/UBERON_0005211,renal medulla interstitium,renal medullary interstitial tissue
http://purl.obolibrary.org/obo/UBERON_0005211,renal medulla interstitium,renal medullary interstitium
http://purl.obolibrary.org/obo/UBERON_0005212,Leydig cell region of testis,interstitium of testis
http://purl.obolibrary.org/obo/UBERON_0005212,Leydig cell region of testis,interstitium of the testis
http://purl.obolibrary.org/obo/UBERON_0005212,Leydig cell region of testis,testis - interstitial
http://purl.obolibrary.org/obo/UBERON_0005212,Leydig cell region of testis,testis interstitial tissue
http://purl.obolibrary.org/obo/UBERON_0005212,Leydig cell region of testis,testis interstitium
http://purl.obolibrary.org/obo/UBERON_0005213,outer renal medulla interstitium,kidney outer medulla interstitium
http://purl.obolibrary.org/obo/UBERON_0005213,outer renal medulla interstitium,outer medullary interstitium
http://purl.obolibrary.org/obo/UBERON_0005214,inner renal medulla interstitium,inner medullary interstitium
http://purl.obolibrary.org/obo/UBERON_0005214,inner renal medulla interstitium,kidney inner medulla interstitium
http://purl.obolibrary.org/obo/UBERON_0005215,kidney interstitium,interstitial tissue of kidney
http://purl.obolibrary.org/obo/UBERON_0005215,kidney interstitium,renal interstitial tissue
http://purl.obolibrary.org/obo/UBERON_0005215,kidney interstitium,renal interstitium
http://purl.obolibrary.org/obo/UBERON_0005215,kidney interstitium,renal stroma
http://purl.obolibrary.org/obo/UBERON_0005215,kidney interstitium,stroma of kidney
http://purl.obolibrary.org/obo/UBERON_0005217,midbrain subarachnoid space,subarachnoid space midbrain
http://purl.obolibrary.org/obo/UBERON_0005218,diencephalon subarachnoid space,subarachnoid space diencephalon
http://purl.obolibrary.org/obo/UBERON_0005219,hindbrain subarachnoid space,subarachnoid space hindbrain
http://purl.obolibrary.org/obo/UBERON_0005220,pancreas head parenchyma,
http://purl.obolibrary.org/obo/UBERON_0005221,liver right lobe parenchyma,parenchyma of right lobe of liver
http://purl.obolibrary.org/obo/UBERON_0005222,liver left lobe parenchyma,parenchyma of left lobe of liver
http://purl.obolibrary.org/obo/UBERON_0005223,pancreas body parenchyma,
http://purl.obolibrary.org/obo/UBERON_0005224,pancreas tail parenchyma,
http://purl.obolibrary.org/obo/UBERON_0005225,upper leg epithelium,
http://purl.obolibrary.org/obo/UBERON_0005226,pedal digit epithelium,hind limb digit epithelium
http://purl.obolibrary.org/obo/UBERON_0005226,pedal digit epithelium,toe epithelium
http://purl.obolibrary.org/obo/UBERON_0005227,manual digit epithelium,finger epithelium
http://purl.obolibrary.org/obo/UBERON_0005227,manual digit epithelium,fore limb digit epithelium
http://purl.obolibrary.org/obo/UBERON_0005228,upper arm epithelium,
http://purl.obolibrary.org/obo/UBERON_0005229,lower leg epithelium,
http://purl.obolibrary.org/obo/UBERON_0005233,medial-nasal process ectoderm,
http://purl.obolibrary.org/obo/UBERON_0005234,optic eminence ectoderm,
http://purl.obolibrary.org/obo/UBERON_0005236,osseus labyrinth vestibule,bony labyrinth vestibule
http://purl.obolibrary.org/obo/UBERON_0005236,osseus labyrinth vestibule,inner ear vestibulum
http://purl.obolibrary.org/obo/UBERON_0005236,osseus labyrinth vestibule,osseous labyrinth vestibule
http://purl.obolibrary.org/obo/UBERON_0005236,osseus labyrinth vestibule,vestibule of bony labyrinth
http://purl.obolibrary.org/obo/UBERON_0005239,basal plate metencephalon,metencephalon basal plate
http://purl.obolibrary.org/obo/UBERON_0005240,basal plate medulla oblongata,medulla oblongata basal plate
http://purl.obolibrary.org/obo/UBERON_0005243,interventricular septum endocardium,endocardium of interventricular septum
http://purl.obolibrary.org/obo/UBERON_0005244,lobar bronchus of right lung cranial lobe,right lung cranial lobe lobar bronchus
http://purl.obolibrary.org/obo/UBERON_0005244,lobar bronchus of right lung cranial lobe,right superior lobar bronchus
http://purl.obolibrary.org/obo/UBERON_0005244,lobar bronchus of right lung cranial lobe,right upper lobar bronchus
http://purl.obolibrary.org/obo/UBERON_0005244,lobar bronchus of right lung cranial lobe,right upper lobe bronchus
http://purl.obolibrary.org/obo/UBERON_0005245,lobar bronchus of right lung caudal lobe,lobar bronchus of caudal lobe
http://purl.obolibrary.org/obo/UBERON_0005248,bulbus cordis myocardium,
http://purl.obolibrary.org/obo/UBERON_0005249,metanephric renal pelvis,metanephros pelvis
http://purl.obolibrary.org/obo/UBERON_0005250,stomatodeum gland,stomatodaeum gland
http://purl.obolibrary.org/obo/UBERON_0005251,yolk sac cavity,cavity of yolk sac
http://purl.obolibrary.org/obo/UBERON_0005251,yolk sac cavity,yolk sac lumen
http://purl.obolibrary.org/obo/UBERON_0005252,lesser sac cavity,cavity of lesser sac
http://purl.obolibrary.org/obo/UBERON_0005252,lesser sac cavity,cavity of omental bursa
http://purl.obolibrary.org/obo/UBERON_0005252,lesser sac cavity,cavity of omental bursa viewed anatomically
http://purl.obolibrary.org/obo/UBERON_0005252,lesser sac cavity,lesser peritoneal sac
http://purl.obolibrary.org/obo/UBERON_0005252,lesser sac cavity,lesser sac cavity
http://purl.obolibrary.org/obo/UBERON_0005252,lesser sac cavity,omental bursa cavity
http://purl.obolibrary.org/obo/UBERON_0005253,head mesenchyme,cephalic mesenchyme
http://purl.obolibrary.org/obo/UBERON_0005254,upper leg mesenchyme,
http://purl.obolibrary.org/obo/UBERON_0005255,pedal digit mesenchyme,hind limb digit mesenchyme
http://purl.obolibrary.org/obo/UBERON_0005255,pedal digit mesenchyme,toe mesenchyme
http://purl.obolibrary.org/obo/UBERON_0005256,trunk mesenchyme,
http://purl.obolibrary.org/obo/UBERON_0005257,manual digit mesenchyme,finger mesenchyme
http://purl.obolibrary.org/obo/UBERON_0005257,manual digit mesenchyme,fore limb digit mesenchyme
http://purl.obolibrary.org/obo/UBERON_0005258,upper arm mesenchyme,
http://purl.obolibrary.org/obo/UBERON_0005259,lower leg mesenchyme,
http://purl.obolibrary.org/obo/UBERON_0005261,atrium cardiac jelly,
http://purl.obolibrary.org/obo/UBERON_0005262,ventricle cardiac jelly,
http://purl.obolibrary.org/obo/UBERON_0005263,outflow tract cardiac jelly,
http://purl.obolibrary.org/obo/UBERON_0005268,renal cortex artery,kidney cortex artery
http://purl.obolibrary.org/obo/UBERON_0005268,renal cortex artery,renal cortex artery
http://purl.obolibrary.org/obo/UBERON_0005269,renal cortex vein,
http://purl.obolibrary.org/obo/UBERON_0005270,renal cortex interstitium,kidney cortex interstitium
http://purl.obolibrary.org/obo/UBERON_0005270,renal cortex interstitium,renal cortical interstitial tissue
http://purl.obolibrary.org/obo/UBERON_0005271,juxtamedullary cortex,inner cortex of kidney
http://purl.obolibrary.org/obo/UBERON_0005271,juxtamedullary cortex,inner renal cortex
http://purl.obolibrary.org/obo/UBERON_0005271,juxtamedullary cortex,juxtamedullary cortex of kidney
http://purl.obolibrary.org/obo/UBERON_0005272,peritubular capillary,
http://purl.obolibrary.org/obo/UBERON_0005273,nail bed,nailbed
http://purl.obolibrary.org/obo/UBERON_0005274,proximal nail bed,
http://purl.obolibrary.org/obo/UBERON_0005275,dorsal skin of digit,dorsal digit skin
http://purl.obolibrary.org/obo/UBERON_0005275,dorsal skin of digit,skin of dorsal part of digit
http://purl.obolibrary.org/obo/UBERON_0005276,dorsal skin of finger,dorsal finger skin
http://purl.obolibrary.org/obo/UBERON_0005276,dorsal skin of finger,skin of dorsal part of finger
http://purl.obolibrary.org/obo/UBERON_0005276,dorsal skin of finger,subdivision of skin of dorsal part of finger
http://purl.obolibrary.org/obo/UBERON_0005277,dorsal skin of toe,dorsal toe skin
http://purl.obolibrary.org/obo/UBERON_0005277,dorsal skin of toe,skin of dorsal part of toe
http://purl.obolibrary.org/obo/UBERON_0005277,dorsal skin of toe,subdivision of skin of dorsal part of toe
